Code,Name,Brand,UPC,Retail Price,Free Shipping,Warranty,Weight,Width,Height,Depth,Product Visible,Product Availability,Product Inventoried,Stock Level,Image,Image_1,Image_2,Image_3,Image_4,Image_5
S1812801,1980 BMW 323i Sapphire Blue Metallic 1/18 Diecast Model Car by Solido,Solido,6.63506E+11,84.05,Yes,30 Days,4,8,7,15,1,available,Y,1000,https://www.diecastdropshipper.com/product_images/q/193/S1812801-L__60830.jpg,https://www.diecastdropshipper.com/product_images/c/464/S1812801-2__48056.jpg,https://www.diecastdropshipper.com/product_images/f/355/S1812801-3__50899.jpg,https://www.diecastdropshipper.com/product_images/o/238/S1812801-4__10336.jpg,https://www.diecastdropshipper.com/product_images/c/939/S1812801-5__33846.jpg,
S1807804,"1992 Lancia Delta HF Integrale Evo 1 Martini 6 White with Blue and Red Stripes ""World Rally Champion - Martini Racing"" 1/18 Diecast Model Car by Solido",Solido,6.63506E+11,84.05,Yes,30 Days,4,8,7,15,1,available,Y,1000,https://www.diecastdropshipper.com/product_images/h/415/S1807804-L__02054.jpg,https://www.diecastdropshipper.com/product_images/j/169/S1807804-2__46557.jpg,https://www.diecastdropshipper.com/product_images/k/570/S1807804-3__93142.jpg,https://www.diecastdropshipper.com/product_images/z/972/S1807804-4__05066.jpg,https://www.diecastdropshipper.com/product_images/s/373/S1807804-5__46946.jpg,
MGT01052,"Porsche 911 GT3 R #77 Julien Andlauer - Laurin Heinrich ""AO Racing Roxy"" GTD Pro ""IMSA SportsCar Weekend - Road America"" (2024) Limited Edition 1/64 Diecast Model Car by Mini GT",Mini GT,8.40456E+11,33.8625,Yes,30 Days,1,5,5,9,1,available,Y,999,https://www.diecastdropshipper.com/product_images/b/347/MGT01052-L__25072.jpg,https://www.diecastdropshipper.com/product_images/z/503/MGT01052-2__42454.jpg,https://www.diecastdropshipper.com/product_images/v/909/MGT01052-3__30701.jpg,https://www.diecastdropshipper.com/product_images/q/241/MGT01052-4__68637.jpg,,
JLPC016-JLSP413,"1968 Dodge Charger R/T Black ""John Wick"" (2014) Movie ""Pop Culture"" 2025 Release 1 1/64 Diecast Model Car by Johnny Lightning",Johnny Lightning,8.49398E+11,17.3875,Yes,30 days,1,5,5,9,1,available,Y,1000,https://www.diecastdropshipper.com/product_images/i/688/JLSP413-L__14828.jpg,https://www.diecastdropshipper.com/product_images/m/281/JLSP413-1__96428.jpg,https://www.diecastdropshipper.com/product_images/k/266/JLSP413-2__62584.jpg,,,
AMT1388,"Skill 2 Model Kit 1967 Chevrolet Chevelle SS 396 ""AMT Celebrating 75 Years"" 1/25 Scale Model by AMT",AMT,8.49398E+11,47.0125,Yes,30 Days,3,10,6,12,1,available,Y,999,https://www.diecastdropshipper.com/product_images/u/671/AMT1388-1__60219.jpg,https://www.diecastdropshipper.com/product_images/a/730/AMT1388-2__47028.jpg,https://www.diecastdropshipper.com/product_images/f/081/AMT1388-3__96143.jpg,https://www.diecastdropshipper.com/product_images/x/745/AMT1388-4__01525.jpg,,
AMT1013,Skill 2 Model Kit 1961 Chevrolet Impala SS 1/25 Scale Model by AMT,AMT,8.49398E+11,41.7,Yes,30 days,3,10,6,12,1,available,Y,994,https://www.diecastdropshipper.com/product_images/g/748/AMT1013-1__18221.JPG,https://www.diecastdropshipper.com/product_images/b/386/amt1013-2__59877.jpg,https://www.diecastdropshipper.com/product_images/z/567/amt1013-3__73413.jpg,https://www.diecastdropshipper.com/product_images/x/425/amt1013-4__40849.jpg,,
AMT1463,Skill 3 Model Kit Kenworth Aerodyne Cabover Truck Tractor 1/25 Scale Model by AMT,AMT,8.49398E+11,70.7625,Yes,30 days,4,8,7,15,1,available,Y,1000,https://www.diecastdropshipper.com/product_images/m/948/AMT1463-1_copy__60831.jpg,https://www.diecastdropshipper.com/product_images/i/402/AMT1463-2__53600.jpg,https://www.diecastdropshipper.com/product_images/f/146/AMT1463-3__58121.jpg,https://www.diecastdropshipper.com/product_images/r/163/AMT1463-4__49166.jpg,,
AMT1488,Skill 2 Model Kit 2005 Chrysler 300C 1/25 Scale Model by AMT,AMT,8.49398E+11,47.0125,Yes,30 Days,2,6,12,10,1,available,Y,1000,https://www.diecastdropshipper.com/product_images/i/308/AMT1488-11__14219.jpg,https://www.diecastdropshipper.com/product_images/z/159/AMT1488-2__37128.jpg,https://www.diecastdropshipper.com/product_images/t/428/AMT1488-3__45007.jpg,https://www.diecastdropshipper.com/product_images/h/614/AMT1488-4__14029.jpg,,
AMT1501,Skill 3 Model Kit Scorpion Mid-Engine Drag Coupe 1/25 Scale Model by AMT,AMT,8.49398E+11,47.0125,Yes,30 Days,2,11,9,5,1,available,Y,1000,https://www.diecastdropshipper.com/product_images/b/754/AMT1501-1__44647.jpg,https://www.diecastdropshipper.com/product_images/l/528/AMT1501-3__89331.jpg,https://www.diecastdropshipper.com/product_images/m/912/AMT1501-2__64245.jpg,https://www.diecastdropshipper.com/product_images/a/079/AMT1501-4__41852.jpg,,
AWBC003-AWSP200,"2018 Jeep Wrangler JK Unlimited Sport ""Firestone Field Agent"" Red with Graphics and Gray Top with Roof Rack ""Big Country Collectibles"" 2025 Series 1/64 Diecast Model Car by Auto World",Autoworld,8.49398E+11,16.8625,Yes,30 Days,1,5,5,9,1,available,Y,999,https://www.diecastdropshipper.com/product_images/p/239/AWSP200-L__50397.jpg,https://www.diecastdropshipper.com/product_images/t/720/AWSP200-1__98827.jpg,https://www.diecastdropshipper.com/product_images/m/401/AWSP200-2__31779.jpg,,,
MPC1022,"Skill 1 Model Kit Chevrolet K5 Blazer ""Coca-Cola"" 1/25 Scale Model by MPC",MPC,8.49398E+11,47.0125,Yes,30 Days,3,10,6,12,1,available,Y,1000,https://www.diecastdropshipper.com/product_images/x/058/MPC1022-11__58296.jpg,https://www.diecastdropshipper.com/product_images/y/140/MPC1022-2__47088.jpg,https://www.diecastdropshipper.com/product_images/u/336/MPC1022-3__70391.jpg,https://www.diecastdropshipper.com/product_images/i/478/MPC1022-4__25502.jpg,,
87BC55003,"1955 Buick Century ""California Highway Patrol"" (CHP) Black 1/87 (HO) Scale Diecast Model Car by Oxford Diecast",Oxford Diecast,55530124073,23.2375,Yes,30 days,1,5,5,9,1,available,Y,999,https://www.diecastdropshipper.com/product_images/g/255/87BC55003__77420.jpg,https://www.diecastdropshipper.com/product_images/w/236/87bc55003_-_2__40898.jpg,https://www.diecastdropshipper.com/product_images/f/582/87bc55003_-_3__59325.jpg,,,
87CIS58002,1958 Chevrolet Impala Sport Colonial Cream with Snowcrest White Top 1/87 (HO) Scale Diecast Model Car by Oxford Diecast,Oxford Diecast,55530136205,23.2375,Yes,30 Days,1,5,5,9,1,available,Y,999,https://www.diecastdropshipper.com/product_images/d/629/87CIS58002-L__54470.jpg,https://www.diecastdropshipper.com/product_images/y/470/87CIS58002-2__22276.jpg,https://www.diecastdropshipper.com/product_images/w/228/87CIS58002-4__45805.jpg,https://www.diecastdropshipper.com/product_images/w/781/87CIS58002-3__89753.jpg,,
87DP48001,1948 Dodge B-1B Pickup Truck Red 1/87 (HO) Scale Diecast Model Car by Oxford Diecast,Oxford Diecast,55530133433,23.2375,Yes,30 Days,1,5,5,9,1,available,Y,1000,https://www.diecastdropshipper.com/product_images/t/366/87DP48001-L__83055.jpg,https://www.diecastdropshipper.com/product_images/m/714/87DP48001-2__73018.jpg,https://www.diecastdropshipper.com/product_images/x/394/87DP48001-3__13127.jpg,https://www.diecastdropshipper.com/product_images/q/144/87DP48001-4__98777.jpg,,
87DP48006,1948 Dodge B-1B Pickup Truck Waterway Blue 1/87 (HO) Scale Diecast Model Car by Oxford Diecast,Oxford Diecast,55530143814,23.2375,Yes,30 days,1,5,5,9,1,available,Y,1000,https://www.diecastdropshipper.com/product_images/j/936/87DP48006-L__33939.jpg,https://www.diecastdropshipper.com/product_images/j/161/87DP48006-2__96810.jpg,https://www.diecastdropshipper.com/product_images/m/766/87DP48006-3__01590.jpg,https://www.diecastdropshipper.com/product_images/m/366/87DP48006-4__39194.jpg,,
87ME49010,"1949 Mercury Monarch Police Black and White ""Florida Highway Patrol"" 1/87 (HO) Scale Diecast Model Car by Oxford Diecast",Oxford Diecast,55530139343,23.2375,Yes,30 Days,1,5,5,9,1,available,Y,1000,https://www.diecastdropshipper.com/product_images/h/593/87ME49010-L__38396.jpg,https://www.diecastdropshipper.com/product_images/d/798/87ME49010-2__32364.jpg,https://www.diecastdropshipper.com/product_images/r/985/87ME49010-3__94790.jpg,https://www.diecastdropshipper.com/product_images/z/459/87ME49010-4__35536.jpg,,
87OR50005,1950 Oldsmobile Rocket 88 Coupe Marol Gray with Black Top 1/87 (HO) Scale Diecast Model Car by Oxford Diecast,Oxford Diecast,55530139367,23.2375,Yes,30 Days,1,5,5,9,1,available,Y,1000,https://www.diecastdropshipper.com/product_images/j/240/87OR50005-L__49324.jpg,https://www.diecastdropshipper.com/product_images/l/600/87OR50005-2__49086.jpg,https://www.diecastdropshipper.com/product_images/s/428/87OR50005-3__06491.jpg,https://www.diecastdropshipper.com/product_images/g/995/87OR50005-4__30468.jpg,,
87SC50001,1950 Studebaker Champion Starlight Coupe Tulip Cream 1/87 (HO) Scale Diecast Model Car by Oxford Diecast,Oxford Diecast,55530141261,23.2375,Yes,30 Days,1,5,5,9,1,available,Y,1000,https://www.diecastdropshipper.com/product_images/w/879/87SC50001-L__89975.jpg,https://www.diecastdropshipper.com/product_images/x/245/87SC50001-2__98119.jpg,https://www.diecastdropshipper.com/product_images/n/177/87SC50001-3__31667.jpg,https://www.diecastdropshipper.com/product_images/z/655/87SC50001-4__79476.jpg,,
87TR001,"""Bob's Hot Dogs"" Mobile Food Trailer 1/87 (HO) Scale Diecast Model by Oxford Diecast",Oxford Diecast,55530114319,33.8625,Yes,30 days,1,5,5,9,1,available,Y,1000,https://www.diecastdropshipper.com/product_images/o/467/87TR001__31901.jpg,https://www.diecastdropshipper.com/product_images/h/022/87tr001-1__83302.jpg,https://www.diecastdropshipper.com/product_images/z/308/87tr001-box__91006.jpg,,,
GJ2254,"Airbus A350-900 Commercial Aircraft ""Air India"" (VT-JRH) White with Tail Graphics 1/400 Diecast Model Airplane by GeminiJets",GeminiJets,7.63116E+11,74.0625,Yes,30 Days,2,6,6,11,1,available,Y,1000,https://www.diecastdropshipper.com/product_images/u/737/GJ2254-L__29152.jpg,https://www.diecastdropshipper.com/product_images/x/963/GJ2254-3__94792.jpg,https://www.diecastdropshipper.com/product_images/i/599/GJ2254-4__16296.jpg,,,
GM137,"Boeing C-17 Globemaster III Transport Aircraft ""Charlotte Air National Guard - United States Air Force"" Gray ""Gemini Macs"" Series 1/400 Diecast Model Airplane by GeminiJets",GeminiJets,7.63117E+11,58.25,Yes,30 Days,1,5,5,9,1,available,Y,1000,https://www.diecastdropshipper.com/product_images/y/751/GM137-L__00600.jpg,https://www.diecastdropshipper.com/product_images/g/119/GM137-2__00842.jpg,https://www.diecastdropshipper.com/product_images/f/444/GM137-3__64278.jpg,,,
GJ2297,"Airbus A321 Commercial Aircraft ""American Airlines - US Airways Heritage Jet"" (N578UW) White with Blue Tail 1/400 Diecast Model Airplane by GeminiJets",GeminiJets,7.63116E+11,64.625,Yes,30 Days,1,5,5,9,1,available,Y,1000,https://www.diecastdropshipper.com/product_images/n/713/GJ2297-L__92413.jpg,https://www.diecastdropshipper.com/product_images/y/766/GJ2297-2__57627.jpg,https://www.diecastdropshipper.com/product_images/q/622/GJ2297-3__92080.jpg,https://www.diecastdropshipper.com/product_images/i/751/GJ2297-4__20939.jpg,https://www.diecastdropshipper.com/product_images/d/400/GJ2297-5__06888.jpg,
GJ2329,"Boeing 787-8 Commercial Aircraft ""United Airlines"" (N26902) White with Blue Tail 1/400 Diecast Model Airplane by GeminiJets",GeminiJets,7.63116E+11,72.0625,Yes,30 days,1,5,5,9,1,available,Y,1000,https://www.diecastdropshipper.com/product_images/e/128/GJ2329-L__97209.jpg,https://www.diecastdropshipper.com/product_images/a/111/GJ2329-1__17892.jpg,https://www.diecastdropshipper.com/product_images/b/246/GJ2329-BOX__04606.jpg,,,
HE573634,"Zeppelin NT Aircraft ""Goodyear Blimp - Wingfoot One"" (N1A) Gray and Blue with Yellow Stripes 1/200 Diecast Model by Herpa",Herpa,13150573634,153.1125,Yes,30 Days,5,16,10,8,1,available,Y,1000,https://www.diecastdropshipper.com/product_images/e/275/HE573634-L__20009.jpg,https://www.diecastdropshipper.com/product_images/f/387/HE573634-2__44658.jpg,https://www.diecastdropshipper.com/product_images/w/446/HE573634-3__20527.jpg,https://www.diecastdropshipper.com/product_images/i/663/HE573634-4__79938.jpg,,
GJ2205,"Boeing 747-8F Commercial Aircraft ""Atlas Air - Kuehne+Nagel"" (N862GT) White with Blue Tail ""Interactive Series"" 1/400 Diecast Model Airplane by GeminiJets",GeminiJets,7.63116E+11,81.5,Yes,30 Days,2,6,6,11,1,available,Y,999,https://www.diecastdropshipper.com/product_images/o/284/GJ2205-L__10494.jpg,https://www.diecastdropshipper.com/product_images/g/054/GJ2205-1__68890.jpg,https://www.diecastdropshipper.com/product_images/p/789/GJ2205-BOX__51317.jpg,,,
HE580892,"General Atomics MQ-9A Reaper Block 5 UAV ""New York Air National Guard 108th Attack Squadron Hancock Field Air National Guard Base"" United States Air Force ""Military"" Series 1/72 Diecast Model by Herpa",Herpa,13150580892,142.4875,Yes,30 Days,4,8,7,15,1,available,Y,999,https://www.diecastdropshipper.com/product_images/z/725/HE580892-L__69032.jpg,https://www.diecastdropshipper.com/product_images/o/668/HE580892-2__63330.jpg,https://www.diecastdropshipper.com/product_images/b/532/HE580892-3__58947.jpg,https://www.diecastdropshipper.com/product_images/l/967/HE580892-4__01785.jpg,https://www.diecastdropshipper.com/product_images/i/022/HE580892-5__99985.jpg,
HE573146,"Yakovlev Yak-40 Commercial Aircraft ""Volga-Dnepr Airlines"" (RA-87842) White with Blue Stripes 1/200 Diecast Model Airplane by Herpa",Herpa,13150573146,101.8625,Yes,30 Days,1,5,5,9,1,available,Y,1000,https://www.diecastdropshipper.com/product_images/o/973/HE573146-L__94294.jpg,https://www.diecastdropshipper.com/product_images/j/587/HE573146-2__73261.jpg,https://www.diecastdropshipper.com/product_images/x/124/HE573146-3__51622.jpg,,,
GJ2277,"Boeing 777-9 Commercial Aircraft ""Etihad Airways"" (A6-FAA) Beige with Tail Graphics 1/400 Diecast Model Airplane by GeminiJets",GeminiJets,7.63116E+11,82.5625,Yes,30 Days,2,6,6,11,1,available,Y,1000,https://www.diecastdropshipper.com/product_images/x/493/GJ2277-L__90789.jpg,https://www.diecastdropshipper.com/product_images/a/049/GJ2277-2__90885.jpg,https://www.diecastdropshipper.com/product_images/s/007/GJ2277-4__67670.jpg,https://www.diecastdropshipper.com/product_images/w/032/GJ2277-3__31652.jpg,https://www.diecastdropshipper.com/product_images/t/223/GJ2277-5__44907.jpg,
GJ2230,"Boeing 777-200ER Commercial Aircraft ""United Airlines"" (N798UA) White with Blue Tail 1/400 Diecast Model Airplane by GeminiJets",GeminiJets,7.63116E+11,81.5,Yes,30 Days,2,6,6,11,1,available,Y,1000,https://www.diecastdropshipper.com/product_images/i/408/GJ2230-L__62850.jpg,https://www.diecastdropshipper.com/product_images/d/187/GJ2230-2__81343.jpg,https://www.diecastdropshipper.com/product_images/s/176/GJ2230-3__69736.jpg,https://www.diecastdropshipper.com/product_images/p/957/GJ2230-4__48135.jpg,,
GJ2166,"Boeing 767-300ER Commercial Aircraft ""Atlas Air"" White and Blue 1/400 Diecast Model Airplane by GeminiJets",GeminiJets,7.63116E+11,61.4375,Yes,30 Days,1,5,5,9,1,available,Y,1000,https://www.diecastdropshipper.com/product_images/q/270/GJ2166-L__93684.jpg,https://www.diecastdropshipper.com/product_images/i/957/GJ2166-2__88147.jpg,https://www.diecastdropshipper.com/product_images/k/497/GJ2166-3__94789.jpg,,,
GGCIR017,"Cirrus SR22 Composite Aircraft (N221CL) Blue ""Gemini General Aviation"" Series 1/72 Diecast Model Airplane by GeminiJets",GeminiJets,7.63117E+11,87.1875,Yes,30 Days,4,8,7,15,1,available,Y,1000,https://www.diecastdropshipper.com/product_images/j/228/GGCIR017-L__96813.jpg,https://www.diecastdropshipper.com/product_images/v/227/ggcir017__45973.jpg,https://www.diecastdropshipper.com/product_images/s/797/GGCIR017-BOX__85515.jpg,,,
GJ2196,"Bombardier CRJ1000 Commercial Aircraft ""Iberia Regional"" (EC-MVZ) White with Red Tail 1/400 Diecast Model Airplane by GeminiJets",GeminiJets,7.63116E+11,54,Yes,30 Days,1,5,5,9,1,available,Y,1000,https://www.diecastdropshipper.com/product_images/u/824/GJ2196-L__72036.jpg,https://www.diecastdropshipper.com/product_images/m/188/GJ2196-1__44300.jpg,https://www.diecastdropshipper.com/product_images/p/137/GJ2196-2__15999.jpg,,,
GJ2250,"Embraer ERJ-175 Commercial Aircraft ""Alaska Airlines/Horizon - Washington State Cougars"" (N661QX) Red with Gray Tail 1/400 Diecast Model Airplane by GeminiJets",GeminiJets,7.63116E+11,54,Yes,30 Days,1,5,5,9,1,available,Y,1000,https://www.diecastdropshipper.com/product_images/n/522/GJ2250-L__51739.jpg,https://www.diecastdropshipper.com/product_images/d/651/GJ2250-1__62672.jpg,https://www.diecastdropshipper.com/product_images/d/560/GJ2250-2__40916.jpg,,,
58003YT,"Red Bull Racing RB21 #22 Yuki Tsunoda Formula One F1 World Championship (2025) ""Formula Racing"" Series 1/64 Diecast Model Car by Bburago",Bburago,8.93993E+11,17.3875,Yes,30 Days,1,5,5,9,1,available,Y,1000,https://www.diecastdropshipper.com/product_images/t/495/58003YT-L__64454.jpg,https://www.diecastdropshipper.com/product_images/n/876/58003YT-2__52771.jpg,https://www.diecastdropshipper.com/product_images/e/936/58003YT-3__04526.jpg,https://www.diecastdropshipper.com/product_images/u/020/58003YT-4__40392.jpg,,
FPY86-961R,"""Power Trip"" 5 piece Set ""Car Culture"" 2026 Series R Diecast Model Cars by Hot Wheels",Hotwheels,7.43633E+11,62.425,Yes,30 Days,3,10,6,12,1,available,Y,997,https://www.diecastdropshipper.com/product_images/b/364/FPY86-961R-L__29179__79326.jpg,https://www.diecastdropshipper.com/product_images/j/844/FPY86-961R-2__23365.jpg,,,,
JBL92,"McLaren Senna Red ""Fast X"" (2023) Movie ""Fast & Furious"" Series Diecast Model Car by Hot Wheels",Hotwheels,1.94735E+11,16.8625,Yes,30 days,1,5,5,9,1,available,Y,1000,https://www.diecastdropshipper.com/product_images/p/803/JBL92-L__65665.jpg,https://www.diecastdropshipper.com/product_images/a/148/JBL92-1__99756.jpg,https://www.diecastdropshipper.com/product_images/g/656/JBL92-BOX__12456.jpg,,,
MPC1029,"Skill 2 Model Kit 1975 Datsun Pickup Truck ""BRE"" 1/25 Scale Model by MPC",MPC,8.49398E+11,47.0125,Yes,30 Days,3,11,6,6,1,available,Y,1000,https://www.diecastdropshipper.com/product_images/l/603/MPC1029-1__53998.jpg,https://www.diecastdropshipper.com/product_images/k/035/MPC1029-2__95872.jpg,https://www.diecastdropshipper.com/product_images/y/573/MPC1029-3__62162.jpg,https://www.diecastdropshipper.com/product_images/m/921/MPC1029-4__33493.jpg,,
AMT1552M,Skill 2 Model Kit 1995 Mitsubishi Lancer Evolution VIII 1/25 Scale Model by AMT,AMT,8.49398E+11,47.0125,Yes,30 Days,3,11,6,6,1,available,Y,1000,https://www.diecastdropshipper.com/product_images/a/241/AMT1552M-1__95714.jpg,https://www.diecastdropshipper.com/product_images/z/775/AMT1552M-2__96023.jpg,https://www.diecastdropshipper.com/product_images/f/614/AMT1552M-3__11235.jpg,https://www.diecastdropshipper.com/product_images/k/328/AMT1552M-4__76390.jpg,,
